iter	Passed	Remaining
1663	152204	30733
1664	152291	30641
1665	152377	30548
1666	152456	30454
1667	152561	30365
1668	152653	30274
1669	152745	30183
1670	152837	30091
1671	152917	29998
1672	152997	29904
1673	153094	29814
1674	153178	29721
1675	153258	29627
1676	153338	29533
1677	153424	29441
1678	153524	29351
1679	153613	29259
1680	153708	29168
1681	153802	29077
1682	153894	28986
1683	153974	28893
1684	154068	28802
1685	154154	28709
1686	154272	28623
1687	154358	28530
1688	154443	28438
1689	154549	28349
1690	154634	28256
1691	154726	28165
1692	154826	28075
1693	154912	27983
1694	154998	27890
1695	155122	27804
1696	155204	27711
1697	155287	27618
1698	155380	27527
1699	155473	27436
1700	155583	27348
1701	155691	27259
1702	155824	27175
1703	155932	27086
1704	156020	26994
1705	156099	26901
1706	156200	26811
1707	156290	26719
1708	156387	26628
1709	156473	26536
1710	156582	26447
1711	156683	26358
1712	156771	26265
1713	156859	26173
1714	156947	26081
1715	157039	25990
1716	157145	25901
1717	157232	25808
1718	157330	25718
1719	157419	25626
1720	157500	25533
1721	157589	25441
1722	157669	25347
1723	157757	25255
1724	157845	25163
1725	157936	25072
1726	158027	24980
1727	158125	24890
1728	158214	24798
1729	158301	24706
1730	158389	24613
1731	158511	24527
1732	158591	24433
1733	158689	24343
1734	158777	24251
1735	158864	24159
1736	158950	24066
1737	159051	23976
1738	159139	23884
1739	159235	23793
1740	159340	23704
1741	159440	23614
1742	159520	23520
1743	159605	23428
1744	159694	23336
1745	159795	23246
1746	159895	23155
1747	159976	23062
1748	160086	22974
1749	160191	22884
1750	160275	22791
1751	160356	22698
1752	160459	22608
1753	160549	22517
1754	160630	22424
1755	160729	22333
1756	160808	22240
1757	160887	22147
1758	160988	22056
1759	161070	21964
1760	161151	21871
1761	161248	21780
1762	161362	21692
1763	161453	21600
1764	161546	21509
1765	161638	21417
1766	161738	21327
1767	161847	21237
1768	161928	21145
1769	162030	21054
1770	162139	20965
1771	162237	20874
1772	162336	20784
1773	162433	20693
1774	162528	20602
1775	162610	20509
1776	162701	20417
1777	162823	20330
1778	162905	20237
1779	163007	20146
1780	163097	20055
1781	163199	19964
1782	163281	19872
1783	163366	19779
1784	163446	19686
1785	163537	19595
1786	163617	19502
1787	163698	19409
1788	163778	19316
1789	163859	19223
1790	163940	19130
1791	164027	19038
1792	164110	18946
1793	164208	18855
1794	164320	18766
1795	164403	18673
1796	164496	18582
1797	164584	18490
1798	164666	18397
1799	164757	18306
1800	164846	18214
1801	164946	18123
1802	165039	18032
1803	165146	17942
1804	165246	17852
1805	165327	17759
1806	165411	17667
1807	165492	17574
1808	165588	17483
1809	165671	17390
1810	165753	17298
1811	165857	17208
1812	165946	17116
1813	166035	17024
1814	166119	16932
1815	166211	16840
1816	166307	16749
1817	166408	16659
1818	166499	16567
1819	166586	16475
1820	166689	16385
1821	166801	16295
1822	166880	16202
1823	166971	16111
1824	167083	16021
1825	167169	15929
1826	167249	15836
1827	167327	15744
1828	167418	15652
1829	167519	15561
1830	167630	15472
1831	167722	15380
1832	167812	15288
1833	167901	15197
1834	167983	15104
1835	168074	15013
1836	168154	14920
1837	168248	14829
1838	168330	14736
1839	168414	14644
1840	168493	14552
1841	168597	14461
1842	168680	14369
1843	168813	14281
1844	168918	14190
1845	169004	14098
1846	169095	14007
1847	169207	13917
1848	169300	13826
1849	169383	13733
1850	169462	13641
1851	169545	13548
1852	169639	13457
1853	169720	13365
1854	169825	13274
1855	169924	13183
1856	170017	13092
1857	170114	13001
1858	170205	12909
1859	170288	12817
1860	170381	12725
1861	170464	12633
1862	170545	12541
1863	170640	12450
1864	170722	12357
1865	170808	12265
1866	170930	12176
1867	171022	12085
1868	171104	11992
1869	171189	11900
1870	171271	11808
1871	171376	11718
1872	171457	11625
1873	171543	11533
1874	171628	11441
1875	171717	11350
1876	171804	11258
1877	171921	11168
1878	172012	11076
1879	172100	10985
1880	172191	10893
1881	172279	10801
1882	172359	10709
1883	172439	10617
1884	172530	10525
1885	172625	10434
1886	172723	10343
1887	172809	10251
1888	172892	10159
1889	172978	10067
1890	173073	9976
1891	173157	9884
1892	173242	9792
1893	173326	9700
1894	173409	9608
1895	173504	9517
1896	173586	9425
1897	173670	9333
1898	173775	9242
1899	173855	9150
1900	173938	9058
1901	174024	8966
1902	174110	8874
1903	174193	8782
1904	174278	8691
1905	174358	8599
1906	174444	8507
1907	174545	8416
1908	174626	8324
1909	174712	8232
1910	174810	8141
1911	174910	8050
1912	174993	7958
1913	175084	7866
1914	175178	7775
1915	175268	7683
1916	175362	7592
1917	175458	7501
1918	175545	7409
1919	175639	7318
1920	175738	7227
1921	175828	7135
1922	175932	7044
1923	176028	6953
1924	176108	6861
1925	176210	6770
1926	176294	6678
1927	176385	6587
1928	176484	6495
1929	176582	6404
1930	176667	6312
1931	176750	6221
1932	176853	6129
1933	176932	6038
1934	177036	5946
1935	177121	5855
1936	177213	5763
1937	177321	5672
1938	177403	5581
1939	177486	5489
1940	177582	5397
1941	177684	5306
1942	177764	5214
1943	177862	5123
1944	177957	5032
1945	178072	4941
1946	178172	4850
1947	178276	4758
1948	178412	4668
1949	178501	4576
1950	178593	4485
1951	178689	4394
1952	178781	4302
1953	178875	4210
1954	178957	4119
1955	179054	4027
1956	179135	3936
1957	179236	3844
1958	179344	3753
1959	179435	3661
1960	179516	3570
1961	179611	3478
1962	179710	3387
1963	179790	3295
1964	179874	3203
1965	179962	3112
1966	180043	3020
1967	180134	2929
1968	180230	2837
1969	180334	2746
1970	180420	2654
1971	180538	2563
1972	180632	2471
1973	180736	2380
1974	180850	2289
1975	180962	2197
1976	181082	2106
1977	181242	2015
1978	181364	1924
1979	181502	1833
1980	181592	1741
1981	181698	1650
1982	181789	1558
1983	181871	1466
1984	181979	1375
1985	182075	1283
1986	182182	1191
1987	182277	1100
1988	182382	1008
1989	182499	917
1990	182613	825
1991	182702	733
1992	182791	642
1993	182892	550
1994	183009	458
1995	183131	366
1996	183216	275
1997	183322	183
1998	183406	91
1999	183515	0
